RowNames	CCIS00146684ST.4.0	CCIS00281083ST.3.0	CCIS02124300ST.4.0	CCIS02379307ST.4.0	CCIS02856720ST.4.0	CCIS03473770ST.4.0	CCIS03857607ST.4.0	CCIS05314658ST.4.0	CCIS06260551ST.3.0	CCIS07277498ST.4.0	CCIS07539127ST.4.0	CCIS07648107ST.4.0	CCIS08668806ST.3.0	CCIS09568613ST.4.0	CCIS10706551ST.3.0	CCIS10793554ST.4.0	CCIS11015875ST.4.0	CCIS11019776ST.4.0	CCIS11354283ST.4.0	CCIS11362406ST.4.0	CCIS11558985ST.4.0	CCIS12370844ST.4.0	CCIS12656533ST.4.0	CCIS13047523ST.4.0	CCIS14449628ST.4.0	CCIS15704761ST.4.0	CCIS15794887ST.4.0	CCIS16326685ST.4.0	CCIS16383318ST.4.0	CCIS16561622ST.4.0	CCIS17669415ST.4.0	CCIS19142497ST.3.0	CCIS20795251ST.4.0	CCIS21126322ST.4.0	CCIS21278152ST.4.0	CCIS22275061ST.4.0	CCIS22416007ST.4.0	CCIS22906510ST.20.0	CCIS22958137ST.20.0	CCIS23164343ST.4.0	CCIS24254057ST.4.0	CCIS24898163ST.4.0	CCIS25399172ST.4.0	CCIS27304052ST.3.0	CCIS27927933ST.4.0	CCIS28384594ST.4.0	CCIS29210128ST.4.0	CCIS29688262ST.20.0	CCIS31434951ST.20.0	CCIS32105356ST.4.0	CCIS32452666ST.4.0	CCIS33816588ST.4.0	CCIS34055159ST.4.0	CCIS34604008ST.4.0	CCIS35092938ST.4.0	CCIS35100175ST.4.0	CCIS36699628ST.4.0	CCIS36797902ST.4.0	CCIS37250421ST.4.0	CCIS38765456ST.20.0	CCIS40244499ST.3.0	CCIS41222843ST.4.0	CCIS41288781ST.4.0	CCIS41548810ST.4.0	CCIS41692898ST.4.0	CCIS41806458ST.4.0	CCIS44093303ST.4.0	CCIS44676181ST.4.0	CCIS44743950ST.4.0	CCIS44757994ST.4.0	CCIS45571137ST.3.0	CCIS45793747ST.4.0	CCIS46047672ST.4.0	CCIS46467422ST.4.0	CCIS47284573ST.4.0	CCIS47745468ST.4.0	CCIS48174381ST.4.0	CCIS48507077ST.4.0	CCIS48579360ST.4.0	CCIS48725289ST.4.0	CCIS50003399ST.4.0	CCIS50148151ST.4.0	CCIS50369211ST.20.0	CCIS50471204ST.4.0	CCIS50561855ST.4.0	CCIS51595129ST.4.0	CCIS51667829ST.4.0	CCIS52234160ST.4.0	CCIS52370277ST.4.0	CCIS53043478ST.4.0	CCIS53355328ST.4.0	CCIS53557295ST.4.0	CCIS54027808ST.4.0	CCIS55230578ST.4.0	CCIS55531770ST.4.0	CCIS56503244ST.3.0	CCIS58234805ST.4.0	CCIS59132091ST.4.0	CCIS59903910ST.4.0	CCIS61287323ST.4.0	CCIS62605362ST.3.0	CCIS62794166ST.4.0	CCIS63448910ST.4.0	CCIS63468405ST.4.0	CCIS63910149ST.4.0	CCIS64773582ST.4.0	CCIS64785924ST.20.0	CCIS65479369ST.4.0	CCIS70398272ST.4.0	CCIS71301801ST.4.0	CCIS71578391ST.4.0	CCIS72607085ST.4.0	CCIS74239020ST.4.0	CCIS74726977ST.3.0	CCIS76563044ST.4.0	CCIS76845094ST.20.0	CCIS77100899ST.4.0	CCIS77252613ST.4.0	CCIS78100604ST.4.0	CCIS78318719ST.4.0	CCIS79210440ST.3.0	CCIS80834637ST.4.0	CCIS81139242ST.4.0	CCIS81710917ST.20.0	CCIS81735969ST.20.0	CCIS81887263ST.4.0	CCIS82146115ST.4.0	CCIS82507866ST.3.0	CCIS82944710ST.20.0	CCIS83445808ST.4.0	CCIS83574003ST.4.0	CCIS83870198ST.4.0	CCIS84543192ST.4.0	CCIS85214191ST.3.0	CCIS87116798ST.4.0	CCIS87167916ST.4.0	CCIS87252800ST.4.0	CCIS87290971ST.4.0	CCIS87605453ST.4.0	CCIS88007743ST.4.0	CCIS88317640ST.4.0	CCIS90164298ST.4.0	CCIS90166425ST.4.0	CCIS90443472ST.4.0	CCIS90903952ST.3.0	CCIS91228662ST.4.0	CCIS93040568ST.20.0	CCIS94417875ST.3.0	CCIS94496512ST.4.0	CCIS94603952ST.4.0	CCIS95097901ST.4.0	CCIS95409808ST.4.0	CCIS96387239ST.4.0	CCIS98482370ST.3.0	CCIS98512455ST.4.0	CCIS98832363ST.4.0
Blautia hydrogenotrophica	2896	0	0	0	4142	0	0	0	0	0	0	0	0	0	0	0	0	0	31410	0	0	30772	20168	0	0	0	0	0	0	5163	108453	0	0	148	0	0	0	148686	0	0	0	0	0	0	10830	0	0	245401	0	0	0	0	0	102495	0	0	5808	0	0	0	0	0	27558	0	0	0	5801	0	4936	0	0	4579	0	0	0	0	38507	0	0	0	0	0	0	0	0	0	0	0	61989	0	0	26519	202	0	0	0	0	36083	0	0	0	5994	0	0	0	12957	0	0	3432	0	0	0	0	0	528	0	30599	0	90733	0	0	4449	0	0	34951	0	0	0	12489	0	0	0	0	0	0	0	0	7185	793049	66435	0	0	52839	0	0	0	0	0	0	0	1645	0	0	0	631	0
Eggerthella lenta	2827	0	0	0	39829	0	0	26945	0	2155	52741	4929	0	23780	0	1480	0	0	39326	0	0	0	228053	57590	19297	20437	1968	64600	0	48338	0	0	6463	1702	0	7349	0	66046	0	27959	2507398	149200	0	0	25299	0	35733	319301	0	0	259319	22247	0	2519	2723	0	179932	0	41284	0	0	3122	73158	272	233807	746	628671	38372	158262	29605	0	12144	79402	4004	42023	0	245554	3703	0	0	137525	427820	24605	81302	0	0	0	5345	98293	0	124015	29636	1314	5510	0	0	2730	0	4579	0	295	136646	3485	0	0	106481	0	0	1442	10840	0	97529	0	4961	0	0	0	0	199659	0	0	90412	62366	626953	70402	1431	133451	0	3323	0	893	1715	0	5456	0	10603	1577	13468	4669	205476	217776	0	12713	0	0	0	46344	0	19559	8139	58596	0	0	0	10574	6316
Parvimonas sp. KA00067	2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae bacterium D5	2675	0	0	0	3016	0	0	0	0	0	8653	14256	0	1184	0	0	64544	0	0	0	0	0	441368	0	0	0	0	0	5076	0	0	0	0	0	7924	0	0	0	27545	0	258418	0	1523	0	0	0	0	0	0	0	4648	238007	0	0	0	623	0	0	0	0	0	0	0	135522	0	8685	0	0	0	5091	0	857	92361	0	0	0	0	0	0	0	0	0	0	13034	0	0	0	0	0	0	0	0	0	9692	0	0	0	0	0	0	5054	0	0	0	0	2888	0	0	0	0	0	0	0	0	0	0	0	0	0	2596	0	0	0	0	0	6496	0	0	0	0	0	7357	0	0	291396	2214	0	0	0	0	0	253	12088	12780	0	0	0	996	0	0	0	140	0	0	0	0
Streptococcus sanguinis	2478	0	1647	0	39256	52781	16163	4775	0	0	2271	1742	0	10585	0	0	0	0	0	25159	0	0	0	11182	0	11722	5702	0	22817	3978	90139	4534	0	4061	0	3929	0	0	0	0	1470	0	0	0	9471	0	0	36219	0	0	6813	214571	0	0	13487	10115	112066	0	0	0	0	11091	0	0	3572	0	9087	0	8639	0	0	22160	0	0	10811	0	3823	0	0	12921	0	58987	0	1214	0	3775	0	1423	10339	1227	0	0	43475	0	1760	0	0	3369	0	0	0	5479	23523	0	0	6624	0	0	0	679	0	0	0	35448	3071	0	0	0	2704	0	0	0	0	498	0	0	14812	0	0	0	0	0	0	0	4015	0	0	3436	0	3542	15637	0	0	0	0	0	0	0	0	2255	16476	0	0	0	0	0
Solobacterium moorei	2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1731	52668	0	0	3494	0	0	13810	0	40535	0	0	1328	0	1221	6480	0	0	0	86057	0	0	0	7178	0	0	0	0	0	903	0	0	17738	0	0	0	604145	0	0	0	81374	0	0	0	232143	698	830	1292	0	263	813	0	0	684	0	0	695	0	0	0	0	0	0	0	0	1167	2796	0	530	0	0	3254	0	0	48364	0	0	0	0	0	0	220136	2906	0	2884	28702	0	1442	0	0	0	0	0	0	0	437	0	0	12643	0	512019	0	0	0	0	801	0	3065	2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3762	1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia odontolytica	2440	0	14424	0	0	2889	978	919	0	0	7559	1285	0	7664	0	4113	218	9281	6335	14564	0	0	2596	1226	1853	0	19944	0	6114	5681	17223	0	0	1866	0	3475	0	5586	4844	2687	34121	6340	0	0	2067	0	763	24075	0	782	12651	1394	369	2127	1546	4090	7543	250	188	727	0	2599	6477	0	4060	4856	0	1404	9956	0	0	7641	714	0	0	0	4808	0	0	0	127	17819	0	2428	0	0	1663	2724	4659	0	3082	2936	24709	1410	0	0	7428	13250	1855	2199	0	1739	6983	3868	0	1339	0	1645	2758	0	2939	0	7876	8344	0	0	1672	3249	1938	4032	0	7102	3205	35194	2482	2528	250	0	0	303	0	2956	0	0	12535	0	0	4529	0	11756	18590	1675	0	503	0	0	0	0	0	3386	4770	6172	0	0	30533	3022
Bifidobacterium animalis	2288	0	0	0	143479	0	0	0	0	0	0	0	0	5559392	0	0	0	0	49775	0	0	0	0	0	0	0	0	31564	0	505540	0	0	919565	0	0	34474	0	0	0	0	0	0	0	1471	0	0	0	0	9818	0	0	0	0	5998	0	0	0	0	308	0	0	0	0	0	0	70237	0	0	0	0	0	0	21109	0	0	0	0	0	0	0	0	0	0	0	0	418503	0	0	91024	0	0	0	11175	0	0	0	0	952377	0	1418	0	141771	4723740	0	1722	9312	0	0	0	0	5122	0	0	0	0	0	0	0	0	0	0	22911	0	0	0	1191415	0	0	0	0	0	0	0	504	14160	0	0	0	0	0	0	0	33179	0	0	0	0	0	23531	0	83142	0	0	0	0	0
Prevotella disiens	2044	0	0	0	0	0	0	0	0	0	0	0	0	3506	0	0	0	0	0	0	0	0	0	0	0	0	0	208	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7890	0	0	0	0	0	0	0	0	0	0	0	0	0
Fretibacterium fastidiosum	1968	0	2068	0	0	629	0	0	0	0	0	0	0	675	0	0	5777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	0	0	0	0	0	1109	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	541	1789	0	0	0	0	0	0	0	0	0	4564	0	0	0	902	0	0	0	0	0	1832	0	685	0	0	2248	140503	0	590	0	0	0	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	628
Streptococcus parasanguinis	1847	0	247751	0	95542	21011	0	28068	31106	29787	651528	7433	1663	85278	33223	321863	9872	383074	16666	215483	14246	0	18674	2396	1021409	96602	59243	0	1240228	40251	1555439	0	0	230	7079	18729	0	228564	169006	4782	39812	0	1813	3685	0	0	10577	238786	337	0	30285	0	249259	68671	115281	797086	42472	0	0	53143	269093	29166	8852	0	44187	9578	30863	88029	65123	0	5141	678588	81384	0	13986	4869	149829	3377	0	0	97211	1673340	16527	114458	4508	0	66427	134156	27963	0	30273	0	1746687	118863	5168	0	28836	27541	801005	32570	0	3843	76733	19248	0	81779	18224	8457	1316	0	38995	0	2093	724476	4266	0	0	26741	22124	6184	13823	299359	10971	51360	83572	4436	7295	263	9591	3535	137	25320	2922	0	82716	0	6845	101624	376809	24045	1780441	25825	4273	14324	14882	563323	19286	0	0	24648	105388	54509	29508	2196	23920	0
Prevotella bivia	1414	0	0	0	0	0	0	0	0	0	0	0	0	3232	0	0	0	0	0	0	0	204746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7075	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16705	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterocloster bolteae	1398	5904	30426	0	23424	0	0	0	3976	0	14194	412851	0	45685	0	0	81566	3902	1251	6595	0	0	2906	386174	16254	711922	0	16937	55675	9764	861	0	0	0	0	36837	3336	4994	110866	0	11850	75875	0	0	1087	63240	77830	7522	0	0	1056	1850	229	0	0	0	3256	0	10733	0	0	8465	547880	5197	0	697	6711	4110	18853	0	0	7632	3305	0	0	2074	28169	5989	342	0	0	179796	0	54842	0	0	0	0	118415	0	760	22728	0	3630	1820	0	0	0	4624	9242	0	460	54647	0	0	45204	0	0	0	59546	0	0	0	7287	0	445	7014	0	7487	30739	0	5575	18369	674	49896	0	13715	0	0	9006	1320	0	0	14925	0	4840	66159	6660	131623	88292	10610	0	109939	0	0	30217	23800	0	11888	1857	31966	0	0	0	40172	0
Butyricimonas virosa	1208	1515	32686	8269	22239	24939	6455	44335	96383	68362	0	48552	5081	46421	1531	141556	132068	2300	50914	33407	8638	0	28307	13673	20146	0	0	0	55464	265274	25628	92577	11610	0	104549	5153	978729	60331	580110	7428	199207	0	77234	35128	184	6508	7058	7228	1133	46259	33075	80593	0	1942	10633	372137	11789	302786	47426	132482	6502	0	0	0	0	11474	737682	0	0	28807	68367	88418	10204	0	112081	0	818606	0	33042	56371	0	1570	0	137301	9957	166	3326	0	75454	131267	49228	3657	18559	472796	2756	42120	783	0	874	6860	612544	952	0	159087	24891	0	0	0	2672	0	37092	445962	24752	1229077	44018	0	74971	59290	71015	9685	106080	6224	0	0	0	247300	250	14683	0	15811	110125	3212	32955	20903	17628	9554	127453	6471	393071	0	13224	38494	25439	197302	260283	796840	70221	53176	1765	57652	49468	73713	0	5545	113717	80576
Parvimonas micra	1117	0	0	8763	0	3249	0	0	88617	0	499	0	0	399317	0	0	6748	0	0	3328	0	0	190450	4113	23659	0	0	6433	0	6313	14983	0	332	477	187712	148	0	0	9502	0	0	0	0	0	4978	0	0	4239	0	359	0	2832103	22834	0	0	423513	1017	2829	0	52351	31249	0	0	0	0	8648	0	0	0	0	0	0	4664	0	0	0	0	0	0	0	0	0	0	538	0	0	4957	4388	101885	332263	295834	0	0	2269	0	0	6616077	7965	17671	0	32121	0	17128	4718	720	0	0	80745	0	88228	11932	0	0	36096	176	2768964	0	38652	0	0	6388	20343	4627	32757	3779	292424	5909	0	0	0	0	0	0	0	0	0	0	0	0	2414	46227	0	0	0	0	68723	173	0	3514	0	0	154	0	0	0	0
Enterocloster asparagiformis	980	5715	11865	0	0	0	0	0	0	0	43151	145377	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25550	1774	7782	0	0	0	0	13419	0	0	0	0	494	25910	0	0	0	0	3191	0	0	0	0	2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584240	3904	0	37862	0	20014	0	0	1657	0	1425	0	0	0	0	0	0	9311	0	0	0	0	74820	1028	0	9936	0	445	0	0	0	0	0	0	228	2010	0	3141	0	12392	0	0	0	53423	0	0	0	2396	0	0	0	0	0	0	0	1823	0	12672	0	0	1781	0	0	0	15984	0	0	81356	0	8620	41304	0	11068	0	2384	0	78947	0	0	0	824	0	0	0	0	0	0	0	0	0
Eisenbergiella tayi	752	0	0	0	12771	3550	0	0	77142	0	4392	0	459	30305	0	0	211957	0	14413	8372	0	0	0	17490	0	0	0	34258	0	5453	58562	0	890	0	0	3142	43798	0	471	0	4155	2959	27809	0	7647	69437	0	0	0	0	1298	32096	0	3031	0	7119	9404	19543	193	5081	0	0	158989	0	0	20244	212696	4342	0	0	0	7599	4621	0	0	0	33699	38088	0	0	0	106289	94261	5808	0	1151	0	0	73018	8982	10962	8296	0	16123	0	0	1059768	2215	1412	0	11328	13692	0	0	0	0	0	0	917	8228	0	0	0	803	3071	0	0	0	0	520	80864	5900	0	86586	0	0	32713	0	0	0	0	0	0	20260	7746	0	0	2250	22436	111585	929	0	22759	0	2622	3782	0	3947	0	0	0	0	0	0	9980	0
Pediococcus acidilactici	752	0	0	0	0	3342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2541	0	2673	0	0	0	0	0	0	0	0	0	27931	0	0	0	0	0	0	0	0	0	0	0	0	3039014	0	0	0	147409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. HMSC035G02	684	0	3181	0	0	0	0	0	0	0	1101	0	0	0	0	1865	0	8604	2477	23836	0	0	0	0	0	0	29642	0	3451	509	8181	0	0	0	0	1158	0	1201	1510	0	5624	0	0	0	592	0	0	6762	0	0	237	0	0	221	2132	15213	591	0	0	0	0	5144	195	0	0	0	0	860	6629	0	0	2061	0	0	0	0	636	0	0	0	0	4284	0	3316	0	0	234	1853	1948	0	2065	229	7042	395	0	0	736	3050	2735	2741	0	0	2148	209	0	0	0	0	0	0	1799	0	284	8104	0	0	0	0	399	3855	0	8792	0	8462	1414	1683	0	0	0	0	0	0	0	0	516	0	0	0	0	433	4142	0	0	0	0	0	0	0	0	384	2140	6994	0	0	0	13631
Actinomyces graevenitzii	547	0	2830	0	0	0	0	0	0	0	0	0	0	0	0	0	1901	0	0	3421	0	0	173	0	0	0	0	0	531	0	5347	0	0	1833	0	1501	0	0	0	0	441	63751	0	0	437	0	1472	0	0	0	0	5634	8286	0	940	9411	0	0	0	0	0	550	0	0	0	0	0	1067	4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4286	0	5625	0	382	0	0	0	3417	0	0	0	0	0	0	0	3242	0	0	0	0	0	0	0	0	0	0	4847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1642	0	0	0	0	0	0	0	0	0	3512	1270	0	0	0	0
Clostridium bolteae CAG:59	152	15243	15633	0	0	0	0	0	0	0	0	0	0	311	0	0	6604	0	0	0	0	0	1489	0	0	153278	0	8962	68114	0	0	0	0	0	0	10203	0	0	0	0	29806	3213	0	0	485	2166	0	964	0	0	0	0	0	9633	0	0	2379	0	6742	0	0	6389	0	2219	0	0	0	0	3135	13188	0	2281	5145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55663	0	0	1271	0	0	0	0	0	0	0	0	0	0	0	0	0	1257	0	754	0	28108	0	0	0	23947	0	0	0	0	0	0	0	0	2350	0	8301	0	13022	0	0	0	0	0	0	0	0	0	1119	7380	3412	0	0	0	0	0	0	7131	0	0	0	0	0	0	0	0	0	0
Enterocloster citroniae	122	7650	16221	0	23534	0	0	0	4952	0	32944	13289	0	8551	0	0	925	2587	0	8031	0	0	0	6597	37062	0	0	4428	74096	45308	1708	0	0	0	0	3160	20145	14604	243962	0	0	7276	0	0	0	0	12426	0	0	0	0	0	0	3045	1327	0	0	0	9429	0	0	17110	160974	32083	705	5199	887	4022	13500	0	0	8175	0	0	0	9146	58203	0	0	0	0	16369	0	17825	10964	0	0	0	38813	0	0	3006	94	0	4114	0	0	0	0	3609	0	4516	0	0	0	7545	0	18549	16681	47377	0	53064	0	111347	0	17169	5611	5933	0	1744	0	9145	4307	0	9288	1071	12415	0	0	12722	7292	0	0	24381	0	1757	0	2072	119847	30490	3825	0	15862	19098	0	42184	504	0	6481	0	10272	0	0	0	0	0
Prevotella copri	0	29413573	10234502	0	0	1807	4175335	2887	867	2458642	550643	0	31004	0	0	0	0	784704	28684	1177843	0	2116	0	7855	1170	3434	3091025	6156356	9290160	0	1351	1224047	0	7917	2640992	565	389	0	0	0	0	1300	3630549	0	0	0	0	0	0	20799712	0	0	1290962	2249850	0	3740257	0	120084	0	0	11684073	0	0	571	0	581	15101	0	13458	14366	32860	0	3533	0	0	6533	116032	0	10598152	0	0	0	0	0	23296585	7816	11096882	0	5147	649079	0	0	9703396	1698761	13855	0	774611	0	2813	10663176	0	0	0	10520765	529	2515	0	26992	19792	0	0	136546	0	21739212	11071528	0	0	11588016	0	2353	2012283	0	6671	0	1665240	0	0	486	0	3369950	3686	36341	14580038	0	193027	0	0	0	0	0	0	5514551	1255554	8874	8967590	6748441	41927	0	0	0	0	0	18337527	0	2026620	11151398
Roseburia intestinalis	0	2024362	1156853	0	2991958	0	795240	421872	8884	1652377	362088	3929743	77187	403794	278683	825651	0	0	4556	13768	504914	0	6304	0	0	0	0	0	228120	232803	4570	111350	18206	3461434	17434	28330	0	3259119	7609	40382	0	131396	65341	7870	0	28322	892628	530655	12949	615902	1398433	0	61292	368506	45795	17933	139891	0	129806	711712	3561	110265	0	107849	3457119	4526	0	144444	2768	0	356407	2471954	6293	0	340270	489144	0	3482	178302	1705228	1734068	0	4477	3651485	3366	375587	536292	312502	0	0	33795	313249	0	156828	0	0	79744	0	6250397	106658	239658	0	0	1038	86800	137406	996	85	157998	33839	2489082	884943	52837	84864	8977	1851730	294264	786751	1436868	328347	26550	1948867	0	0	33507	0	6955080	20547	13062	337563	2011161	108075	32302	732822	0	80192	0	68755	51281	196930	367371	4446	4648	1356220	4040	78225	0	0	25369	222684	2039167	17927	546818	648042	0	46266
Lachnospira pectinoschiza	0	826760	1697615	438616	40234	218495	3587340	270983	8873	0	784264	0	463033	0	0	0	1034799	3236	1317607	2684187	1098238	9510	474608	0	139783	0	0	54886	886047	0	1794565	3336166	0	1570	208544	1436030	0	1210024	555968	0	0	0	169960	0	3096	0	0	308309	0	572010	922294	260312	10768	0	1651400	2727785	3413342	13093	2539362	855972	0	4918	0	926891	1286045	410423	0	1505177	108	0	11255	1740489	0	0	8752	5278806	0	29043	18661	1198957	3081841	0	0	713805	0	0	0	2048829	0	4570	0	178507	545872	1374506	1111391	960828	0	0	0	6477	0	0	0	116971	163630	4427971	0	0	2742	0	0	30804	3790192	2371346	1838717	1560607	3573	1315527	22953	0	1106950	42166	0	0	0	0	0	649	89728	51803	0	256	114499	0	290516	0	5281	354167	0	0	0	0	343586	29897	241732	0	0	0	100767	0	4847	0	0	8696608	0	2579784
[Ruminococcus] torques	0	815132	4513596	157382	0	503049	616583	17378	117428	503196	321297	0	0	320838	216856	919776	84971	466860	5557	2334569	295760	62481	0	1072027	0	0	445810	994349	339603	3278206	0	54800	130260	1039729	1059973	2606934	8123733	0	69897	838926	0	0	251020	210947	3261	335036	0	8186548	156411	223629	374960	466197	484815	2406985	385047	848121	0	228376	179115	2756703	229109	884968	0	971016	6687621	534028	0	0	67324	41311	777475	0	0	0	144223	479633	106694	4257	557642	665071	764353	0	0	1583412	1448	324029	747336	429239	10648	224255	892392	1126391	2081936	1141123	262811	177899	11892	4226342	0	1574077	1890062	929694	1808766	1129372	894558	0	194745	515070	970625	328135	633605	27238	1133642	5514836	689244	5561311	1845111	1320029	2987023	411707	1141675	0	0	640278	0	3552039	0	85988	453593	568780	0	55011	516286	0	1044177	0	0	137847	424	0	979110	1028664	25389	1023909	54971	172462	0	554314	43348	1733119	4388809	1858647	682955	125527	1427303	1166599
Phocaeicola massiliensis	0	355694	0	97322	0	0	269833	306435	37024	1611934	894124	1362063	0	0	0	0	0	12977	0	86185	2885185	115689	0	0	0	1403	0	0	150752	0	117103	108157	77257	938433	0	1937	41909	30367	0	0	252139	0	17442	527850	0	281719	0	125089	0	236556	247185	69312	27676	0	0	0	0	0	0	487656	36484	0	0	0	0	41381	0	0	0	0	173665	0	0	0	0	0	2640	235042	404	0	0	0	0	0	0	0	122746	291454	0	299470	388243	93502	335883	0	0	0	0	4132	0	19855	1457734	0	0	885656	0	0	12625	0	0	0	543617	669448	623064	438751	770518	0	464343	21416	0	0	0	0	0	0	1444450	0	110959	980435	0	85447	523	0	0	0	170363	0	807671	179401	2928150	0	59985	0	1797403	895009	0	2825193	0	21207	0	0	0	0	0	0	280593	0
Eubacterium sp. CAG:251	0	326110	0	0	0	0	2101271	910114	0	0	0	0	0	0	0	0	0	0	0	13301178	0	0	0	0	393310	0	0	31287	6676	6596321	0	762973	1321954	3199225	0	8683	0	0	0	0	0	0	0	358994	3426	0	0	10478	0	27918	0	0	1103	0	0	7146	0	0	0	829572	0	0	0	0	538780	0	0	0	0	0	1920	0	0	0	3674173	0	0	0	0	0	0	0	0	0	0	0	1259	139614	2379880	0	42312	3196863	0	0	0	13375	0	14197340	0	0	0	0	0	1419037	0	0	0	0	248926	0	0	0	0	0	0	431667	0	0	0	0	0	3427831	0	0	6860125	0	11842504	0	0	0	0	231036	0	0	0	0	0	0	5117678	0	0	37657	0	2157784	0	8429	0	0	590634	2501363	17755	0	0	1484273	1882126	2004270
Bacteroides xylanisolvens	0	322099	34500	21907	167329	0	367285	2437	3896	42217	0	577552	38706	117283	8591	8388	8287	16916	112308	31123	0	16493	58109	768468	1118	0	27399	0	89689	2625	7264	54943	128552	449462	46084	8526	170799	1696197	598	44732	384160	13605	1475	312917	2630	91426	1477943	206421	14639	27474	92718	115746	11721	214131	192132	112201	10062	41696	142387	167303	1171737	0	0	17800	1357137	5920	13383762	4266	136266	4952	39170	4130	0	79882	0	38559	27154	0	18753	0	0	0	1376	1062020	0	91690	1033	145609	1541696	0	0	311	63089	33438	0	65581	0	309	99654	606	0	10561	0	60278	23204	164058	0	0	767754	34557	131692	4946	9219	260863	207523	0	849064	3893	672251	15018	28773	393628	47997	0	439761	63748	18748	547845	1012	76783	0	782836	32330	6330381	44540	11000	34967	15753	11776	7085	15500	11306	0	671322	515752	362788	744435	39987	17051	339063	61081	44733	27141	325311	176413	46029
Bacteroides finegoldii	0	281487	0	0	0	152417	0	0	0	431032	0	247588	0	0	0	0	0	55576	155137	65595	0	0	0	0	0	0	0	0	25495	282554	0	0	0	0	0	0	0	0	142579	0	1647217	194370	32170	152184	0	63491	401261	0	7954	0	0	0	1201	0	0	0	0	0	0	0	0	0	0	0	0	182741	0	0	0	0	0	0	0	1365928	0	0	79017	0	17463	0	0	370129	0	0	33666	0	0	0	0	5640	11338	0	3659	211329	0	0	43981	0	0	681085	0	123508	0	14187	0	0	0	0	0	1542725	0	0	4337	1175673	0	0	0	123296	0	0	35689	0	0	29356	503343	0	0	32316	0	128218	0	0	0	0	7816	0	5778	1139323	556260	0	506046	0	0	0	0	1474476	0	0	290374	0	0	0	668	141678	0	0
