RowNames	CCMD10032470ST.11.0	CCMD10191450ST.11.0	CCMD11006829ST.21.0	CCMD12232071ST.21.0	CCMD13071240ST.21.0	CCMD13934959ST.21.0	CCMD14479708ST.21.0	CCMD15562448ST.11.0	CCMD17410933ST.11.0	CCMD18579000ST.11.0	CCMD18829815ST.11.0	CCMD18872694ST.21.0	CCMD19168690ST.11.0	CCMD19497912ST.21.0	CCMD21593359ST.11.0	CCMD21703880ST.11.0	CCMD22852639ST.11.0	CCMD23101338ST.21.0	CCMD23541216ST.11.0	CCMD25475945ST.11.0	CCMD25511638ST.21.0	CCMD25963797ST.21.0	CCMD26625622ST.11.0	CCMD26709089ST.21.0	CCMD26925580ST.21.0	CCMD27463710ST.11.0	CCMD27867141ST.11.0	CCMD28738636ST.11.0	CCMD29706695ST.11.0	CCMD30626189ST.11.0	CCMD30627121ST.11.0	CCMD31009081ST.11.0	CCMD31134579ST.11.0	CCMD32288175ST.11.0	CCMD32965613ST.11.0	CCMD34381688ST.21.0	CCMD35081859ST.11.0	CCMD35633353ST.11.0	CCMD35801800ST.11.0	CCMD35802077ST.21.0	CCMD37575804ST.11.0	CCMD38158721ST.11.0	CCMD39157124ST.11.0	CCMD39882286ST.11.0	CCMD40701343ST.21.0	CCMD41202658ST.11.0	CCMD41521570ST.11.0	CCMD42428553ST.21.0	CCMD42956136ST.11.0	CCMD45004878ST.11.0	CCMD45812507ST.11.0	CCMD45988061ST.21.0	CCMD46222674ST.21.0	CCMD46727384ST.11.0	CCMD46947453ST.21.0	CCMD48236717ST.21.0	CCMD49025643ST.11.0	CCMD49461418ST.11.0	CCMD49942357ST.11.0	CCMD50071957ST.21.0	CCMD50300306ST.11.0	CCMD50529145ST.11.0	CCMD50538120ST.11.0	CCMD51154251ST.11.0	CCMD51228890ST.11.0	CCMD51864103ST.21.0	CCMD52117727ST.11.0	CCMD52145360ST.11.0	CCMD53508245ST.11.0	CCMD53522274ST.11.0	CCMD54057834ST.11.0	CCMD56948710ST.11.0	CCMD59540613ST.11.0	CCMD59583015ST.11.0	CCMD60079086ST.21.0	CCMD63399960ST.21.0	CCMD64503764ST.21.0	CCMD64776337ST.21.0	CCMD65222621ST.11.0	CCMD65406197ST.11.0	CCMD66848156ST.11.0	CCMD67373733ST.11.0	CCMD68973846ST.11.0	CCMD71242853ST.11.0	CCMD71915439ST.11.0	CCMD72666896ST.11.0	CCMD72690923ST.11.0	CCMD72895164ST.21.0	CCMD73128545ST.11.0	CCMD74592084ST.11.0	CCMD74930188ST.21.0	CCMD75147712ST.11.0	CCMD76222476ST.11.0	CCMD76409700ST.11.0	CCMD79349503ST.11.0	CCMD79987997ST.21.0	CCMD82866709ST.21.0	CCMD85481373ST.11.0	CCMD85661207ST.11.0	CCMD86114146ST.21.0	CCMD86707194ST.21.0	CCMD87156761ST.21.0	CCMD88272491ST.21.0	CCMD89107682ST.11.0	CCMD89306485ST.11.0	CCMD89643949ST.11.0	CCMD89967135ST.11.0	CCMD90311071ST.21.0	CCMD92404903ST.11.0	CCMD93344354ST.21.0	CCMD93755960ST.11.0	CCMD95431029ST.11.0	CCMD95433940ST.21.0	CCMD95676152ST.11.0	CCMD96553385ST.21.0	CCMD98198513ST.11.0	CCMD98531134ST.11.0	CCMD98702133ST.11.0	CCMD99440714ST.11.0	CCMD99929634ST.11.0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
Lactobacillus amylovorus	0	0	0	0	0	0	79644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides johnsonii	0	0	0	0	0	0	44916	0	0	0	0	0	0	349897	250799	0	0	0	0	0	0	144709	0	486635	0	0	0	0	0	0	0	0	0	0	0	6751	198681	2867	0	0	0	194432	0	0	0	0	0	0	0	0	0	0	165994	0	0	0	0	0	0	4874	0	0	0	0	0	0	0	0	0	0	1629	0	0	0	79463	568911	0	0	0	0	0	0	0	0	0	213212	0	0	0	0	17928	0	0	0	0	0	0	0	0	0	0	4343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyramidobacter sp. C12-8	0	0	0	0	0	0	34650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36425	0	0	0
Victivallis vadensis	0	0	0	0	0	0	20494	4425	0	0	0	5093	0	0	0	62252	0	6202	9822	0	21572	0	0	0	0	0	0	0	0	0	0	0	0	20409	0	0	0	209391	0	2764	0	0	0	1200	0	5015	0	0	0	0	0	640	38171	0	0	0	0	0	0	0	0	0	0	0	4060	0	1185	0	0	0	0	8880	61955	0	16065	6595	0	0	0	0	5649	0	0	0	0	0	478946	2387	210	0	0	0	0	0	0	0	0	2173	0	19920	0	0	0	0	3294	12652	0	31345	0	0	0	0	0	1767	0	0	36650	0	0	0	0	0	0	0	0
Lactobacillus paragasseri	0	0	0	0	0	0	9710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus gasseri	0	0	0	0	0	0	8800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sharpea azabuensis	0	0	0	0	0	0	1794	0	0	0	0	0	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allisonella histaminiformans	0	0	0	0	0	0	1748	0	0	5252	24456	2411	0	0	0	0	0	5200	0	0	0	0	0	0	0	0	0	0	0	0	1449	1052	0	0	2210	0	0	0	0	90898	0	0	1491	0	0	0	3419	0	0	0	0	0	23925	5070	0	0	0	3490	0	0	0	0	0	0	0	0	0	0	18012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24790	0	0	71884	0	0	0	0	28564	0	0	11622	16490	0	0	7499	0	0	0	0	0	0	0	32033	2451	0	12268	0	0	0	0	0	0
Streptococcus vestibularis	0	0	0	0	0	0	1434	0	0	2261	0	3390	28254	93859	1290	0	0	0	0	0	0	0	0	0	0	62558	0	1147	0	0	0	10259	0	0	0	0	0	0	0	5672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4037	0	7118	0	0	0	0	0	0	0	13080	26518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2722	0	3403	0	0	0	0	0	0	1071	1103	0	0	0	0	0	17108	0	0	0	0	0	0	0	41387	0	0	1552	0	0	0	0	0	0	0
Eubacterium limosum	0	0	0	0	0	0	367	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Butyribacterium] methylotrophicum	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. CAG:443	0	0	0	0	0	0	0	1009650	0	0	0	0	0	1089748	0	0	0	0	0	0	0	0	0	0	0	1611134	0	0	0	647527	0	0	0	0	0	0	0	0	0	0	0	0	345652	0	14169633	0	0	0	0	0	0	0	0	0	0	105707	0	0	1739896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12176623	0	61917	0	1903044	0	0	0	0	0	0	0	0	0	0	0	0	9623326	0	0	223387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6684	0	0
Bacteroides sp. CAG:661	0	0	0	0	0	0	0	330342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium breve	0	0	0	0	0	0	0	278375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7655	0	161104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. CAG:633	0	0	0	0	0	0	0	131973	0	0	0	0	0	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374	0	0	947827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio piger	0	0	0	0	0	0	0	128230	0	370910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186680	0	0	27304	0	0	0	83887	0	0	0	32787	0	0	0	0	159778	0	146401	0	0	163251	0	0	0	0	0	0	0	0	0	0	0	60582	0	0	0	167956	0	26340	0	433488	0	0	0	0	0	522089	0	0	0	31777	0	0	0	3174079	0	119776	0	806	0	572142	0	0	0	0	42736	148379	8306	0	237367	0	0	0	446505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides fluxus	0	0	0	0	0	0	0	69958	0	0	0	0	0	2849807	0	0	0	0	0	0	0	0	0	0	0	419592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemanella biformis	0	0	0	0	0	0	0	12466	0	0	0	43925	0	55616	0	65745	0	306195	0	0	0	0	0	0	479	0	4845	0	731335	70846	0	39084	0	0	0	0	0	14831	0	0	0	0	161778	628467	0	212072	538614	0	72229	0	242052	0	1097038	0	0	0	0	0	0	10266	0	0	14393	0	0	0	0	0	0	0	0	0	1752	153039	0	0	0	0	0	0	21139	117182	0	0	0	0	3064	0	0	0	0	0	0	0	0	0	0	0	0	556095	0	0	0	1098498	57743	1753	136269	0	0	0	0	0	5672	0	0	30745	0	0	0	0	0	0	0	0	0
Streptococcus australis	0	0	0	0	0	0	0	1398	0	0	0	0	0	194792	0	0	0	0	0	0	2368	2390	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	4300	0	0	0	1719	2699	0	0	1759	28871	1781	0	0	0	0	4098	0	0	0	482	0	0	0	0	0	0	7846	0	8565	0	0	0	0	0	0	0	0	0	0	2986	0	0	0	0	0	0	0	0	919	0	514	0	0	0	0	0	6970	0	0	0	0	6883	0	0	26473	0	0	44508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288	0	0
Streptococcus infantis	0	0	0	0	0	0	0	1227	0	0	0	3130	4889	10235	0	0	0	833	0	0	1768	0	0	0	0	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3740	14820	0	0	0	0	0	0	0	0	0	0	1152	0	0	0	0	0	1876	2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17899	0	0	0	0	0	0	0	0	0	2227	0	0	12320	0	0	5318	0	0	0	505	0	0	0	2146	0	0	0	0	0	0	0	0	0	0
Veillonella infantium	0	0	0	0	0	0	0	842	4540	0	0	2942	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	897	0	0	0	0	0	0	0	5803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	7268	0	0	0	0	1120	6979	0	0	0	0	0	0	629	0	0	1069	0	0	0	5507	0	0	0	0	0	0	0	0	0	0	0	0	2528	0
Bacteroides sp. CAG:598	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3041127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2692	5282098	0	1301	0
Streptococcus sp. A12	0	0	0	0	0	0	0	303	0	0	0	1261	0	36704	0	0	0	0	0	0	1544	7120	0	0	0	3043	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	3026	2821	0	0	3846	3637	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2149	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	7119	0	0	1411	0	0	57233	0	0	0	0	0	0	0	5355	0	0	0	0	0	0	0	0	0	0
Veillonella atypica	0	0	0	0	0	0	0	0	20811	0	5176	54133	0	929	27129	0	0	0	0	0	0	0	0	922	11568	336	0	0	0	0	0	0	0	0	0	4053	0	11809	301	0	7430	12241	1408	0	0	0	860	0	7400	3095	535	0	0	0	0	0	0	0	0	1583	0	0	3172	0	0	0	1275	0	0	8185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8303	906	0	0	0	1816	70450	0	0	0	172	0	0	0	0	0	0	0	208474	866	1005	0	0	0	0	0	410	0	0	0	17843	0	375	31801	0
Veillonella parvula	0	0	0	0	0	0	0	0	18819	2258	2225	2997	19239	109241	127547	0	0	0	0	0	0	0	0	6315	3970	104242	0	0	0	0	0	0	0	0	403	26660	0	12746	0	0	0	38358	0	0	7272925	0	0	0	449732	19283	0	0	0	0	119563	0	0	0	0	3166	0	0	0	0	0	17039	6859	466	0	8855	0	0	0	237691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7641	378130	0	0	728	0	184920	34319	0	0	2753	0	0	0	8604	0	0	11633	0	0	11560	7532	0	843	521	59208	0	0	0	0	82798	1808	0	14888	54554	0
Roseburia sp. CAG:303	0	0	0	0	0	0	0	0	11954	131493	0	0	0	0	0	0	5255	0	342498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278048	0	0	0	119190	170106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278035	0	0	0	0	80436	0	0	316471	0	12271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235827	190001	0	0	384855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114070	0	53327	0
Turicibacter sanguinis	0	0	0	0	0	0	0	0	10043	0	0	2605	0	8289	0	6985	0	0	0	0	0	0	0	0	1988	0	14320	0	0	0	0	0	0	0	0	0	0	3584	41825	0	0	0	0	14272	0	0	0	0	38212	0	0	0	0	0	0	28945	0	11199	0	0	0	0	0	0	0	848	29491	3016	0	0	0	0	0	19079	0	0	0	6758	0	0	129	0	0	0	0	0	0	0	0	79	0	0	194399	0	0	0	91466	0	0	8402	0	0	300	1519	0	0	0	4587	0	0	2584	0	795	0	0	0	761	86495	0	0	0	0	554	0	0
Streptococcus sanguinis	0	0	0	0	0	0	0	0	8937	0	5734	1283	33061	17029	138384	0	0	2702	0	0	1148	7739	0	0	0	32638	0	0	0	0	0	9841	0	0	0	0	0	0	0	0	0	0	0	11305	0	0	0	2279	15643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	0	0	0	3445	0	0	0	30063	25323	0	0	0	0	0	0	2740	0	0	120562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43588	0	0	0	13286	1810	0	0	0	10238	1626	0	45700	0	6207	0	0	0	0	0	0	0	0
Haemophilus parainfluenzae	0	0	0	0	0	0	0	0	8605	0	0	52148	38404	28956	8560	12055	0	0	0	0	0	0	0	0	0	27858	4279	0	1485	2549	0	592	0	0	5995	0	0	10962	0	0	1748	7121	4508	29791	0	0	4935	0	50371	9351	0	0	0	0	3739	6162	0	0	4251	3400	0	0	4016	0	0	841	27444	10268	0	15613	0	0	0	4508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21438	38320	0	0	0	0	0	0	0	826	9239	1210	17037	0	14417	6298	2563	3409	1958	0	0	12292	0	3612	0	118388	0	0	15650	0	146585	0	3698	43269	2247	861
Coprobacter secundus	0	0	0	0	0	0	0	0	7002	3760	0	74893	0	0	0	0	0	139240	0	0	0	33418	7438	0	0	163907	57946	0	14581	0	0	0	0	0	3152	0	0	45967	0	0	0	0	134	0	95771	599	7303	27790	0	69362	0	4855	0	0	10199	0	0	0	0	12422	0	0	0	0	0	0	0	2567	0	7333	0	1684	0	0	38739	1880	0	29405	0	0	31208	0	1343	27901	0	0	0	24781	0	4155	0	0	0	9923	874	625140	0	0	0	0	0	0	0	0	0	0	12858	0	0	0	0	19879	0	0	0	13011	65402	0	0	0	0	198794	0	0	0
Veillonella sp. T11011-6	0	0	0	0	0	0	0	0	4606	0	0	426	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilimicrobiota timonensis	0	0	0	0	0	0	0	0	3852	0	0	0	207	0	0	0	0	0	0	0	13801	0	0	0	0	0	3619	0	0	0	0	0	0	0	0	0	0	0	4935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3522	0	0	0	0	0	0	0	2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7954	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor capillosus	0	0	0	0	0	0	0	0	3397	0	0	0	0	0	0	0	0	0	0	478	0	0	2068	0	0	1372	0	0	0	0	0	0	0	0	0	0	0	0	1003	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1845	0	9095	5150	0	0	0	729	0	0	0	167	3510	0	0	0	0	1008	0	0	0	3163	7753	0	0	0	0	0	0	0	6969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	5264	0	0	0	0	2589	0	0	0	0	0	4549	0	0	30931	0	9181	0
Bifidobacterium catenulatum	0	0	0	0	0	0	0	0	0	178482	0	0	0	0	0	878743	0	0	0	0	0	0	369	0	255693	0	0	0	0	0	0	148429	0	0	0	0	78812	0	0	0	133329	0	0	1481	0	0	94713	0	81067	265182	0	0	962918	0	0	0	0	0	77630	306913	0	0	0	0	155541	0	0	0	0	0	0	185489	0	111854	0	0	0	0	55354	0	0	13333	4788	0	179186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14672	0	0	58450	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. OM08-11	0	0	0	0	0	0	0	0	0	100821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. CAG:167	0	0	0	0	0	0	0	0	0	56621	0	0	0	0	0	3106	47269	0	86248	49572	0	0	0	0	0	0	0	0	101272	3618	0	0	0	0	122783	0	69550	1256030	0	0	413882	69634	84491	300281	0	10118	0	280071	0	131020	0	11235	6846	0	476256	0	0	0	0	73589	0	0	68402	0	0	0	0	320871	0	0	0	88405	0	0	0	0	0	0	0	0	61800	44297	0	0	0	0	0	0	0	0	0	0	0	8161	0	0	89555	10976	0	0	0	165369	0	0	2969	0	0	0	0	0	0	0	0	10750	0	0	0	0	0	0	0	0	510432	0	178548
Clostridium sp. CAG:253	0	0	0	0	0	0	0	0	0	20074	0	0	0	0	0	2570	0	24954	0	0	0	0	0	0	0	114250	0	0	0	0	0	0	0	59387	0	0	0	0	0	0	0	72953	0	0	0	0	0	0	0	0	0	0	267079	0	0	0	0	0	771	0	0	3246	48666	0	0	0	0	390	0	0	0	0	0	45426	0	0	0	0	0	0	83353	50307	0	0	0	0	0	0	0	0	0	0	0	0	596	0	174141	0	0	0	0	5115	0	0	42036	0	7830	106270	0	0	252418	80561	0	0	0	0	0	0	0	0	0	0	0	0	425422
Firmicutes bacterium CAG:170	0	0	0	0	0	0	0	0	0	11195	0	0	0	0	0	8799	0	12660	2463	0	0	0	0	0	0	219426	0	0	100936	2376	0	0	0	0	0	0	7135	5994	0	0	0	0	1068	4092	0	7909	10593	87723	0	34113	0	0	0	0	0	0	0	0	0	0	0	4143	0	0	0	0	0	498510	0	10729	0	13090	0	0	0	0	0	0	0	0	0	7166	0	0	0	0	1426118	0	0	0	0	0	0	190	0	0	0	0	0	73276	0	8780	0	0	0	178511	0	0	0	0	0	118086	0	2682	0	0	0	0	0	3553	0	0	0	0	0
Faecalicoccus pleomorphus	0	0	0	0	0	0	0	0	0	3818	0	0	0	372371	0	161898	0	0	0	0	0	0	0	0	0	326320	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8184	0	0	0	0	0	0	0	0	53140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222643	0	0	0	0	5877	0	0	0
Flavonifractor sp. An10	0	0	0	0	0	0	0	0	0	3117	0	0	0	329287	0	0	0	0	0	0	0	0	0	0	0	6292	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15397	34227	0	0	0	0	0	0	11310	0	0	298	0	0	0	2837	0	0	0	0	0	0	0	0	0	2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4280	0	0	0	0	0	0	0	0	0	2627	0	5521	0	0	938	0	0	0
Paraprevotella clara	0	0	0	0	0	0	0	0	0	149	0	28485	0	0	0	2381	0	0	0	41241	0	0	0	0	0	0	0	0	0	0	117226	0	0	0	0	0	0	0	0	0	11588	0	0	0	0	0	4928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2643	0	0	15784	0	0	0	0	0	0	14390	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	74799	0	0	0	0	0	0	0	0	0	0	0	0	36914	839	11538	0	0	0	0	0	14299	0	0	0	0	0	0	0	0	0	0	0	0	0
Megamonas funiformis	0	0	0	0	0	0	0	0	0	0	146108	0	0	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes onderdonkii	0	0	0	0	0	0	0	0	0	0	50397	0	0	0	0	0	0	0	0	0	0	0	24430	0	0	0	782330	0	2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170895	0	0	0	0	0	0	0	0	0	0	0	0	0	186735	0	0	0	0	0	0	0	0	0	0	1814	0	0	0	0	434418	0	0	0	2872	0	0	0	0	0	0	0	614992	63124	0	4360	16449	0	0	0	23332	0	0	0	0	0	0	0	0
Romboutsia ilealis	0	0	0	0	0	0	0	0	0	0	610	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	194	0	2353	0	0	0	0	0	0	0	204	0	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	2732	3903	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	1658
